feature,count0@False,count1@False,count0@True,count1@True,PresenceTrue,PresenceFalse,AbsenceTrue,AbsenceFalse
gaits,7123,1.0,2295,3.0,3.0,0.3333333333333333,0.3221957040572792,3.1037037037037036
smc,7123,1.0,2295,3.0,3.0,0.3333333333333333,0.3221957040572792,3.1037037037037036
spanned,7123,1.0,2295,3.0,3.0,0.3333333333333333,0.3221957040572792,3.1037037037037036
spn,7123,1.0,2295,3.0,3.0,0.3333333333333333,0.3221957040572792,3.1037037037037036
parameterizations,7123,1.0,2295,3.0,3.0,0.3333333333333333,0.3221957040572792,3.1037037037037036
analogously,7123,1.0,2295,3.0,3.0,0.3333333333333333,0.3221957040572792,3.1037037037037036
attending,7123,1.0,2295,3.0,3.0,0.3333333333333333,0.3221957040572792,3.1037037037037036
regularisation,7123,1.0,2295,3.0,3.0,0.3333333333333333,0.3221957040572792,3.1037037037037036
rip,7123,1.0,2295,3.0,3.0,0.3333333333333333,0.3221957040572792,3.1037037037037036
reserve,7123,1.0,2295,3.0,3.0,0.3333333333333333,0.3221957040572792,3.1037037037037036
rotated,7123,1.0,2295,3.0,3.0,0.3333333333333333,0.3221957040572792,3.1037037037037036
pdtb,7123,1.0,2295,3.0,3.0,0.3333333333333333,0.3221957040572792,3.1037037037037036
proxies,7123,1.0,2295,3.0,3.0,0.3333333333333333,0.3221957040572792,3.1037037037037036
unregularized,7123,1.0,2295,3.0,3.0,0.3333333333333333,0.3221957040572792,3.1037037037037036
toronto,7123,1.0,2295,3.0,3.0,0.3333333333333333,0.3221957040572792,3.1037037037037036
ud,7123,1.0,2295,3.0,3.0,0.3333333333333333,0.3221957040572792,3.1037037037037036
variate,7123,1.0,2295,3.0,3.0,0.3333333333333333,0.3221957040572792,3.1037037037037036
voter,7123,1.0,2295,3.0,3.0,0.3333333333333333,0.3221957040572792,3.1037037037037036
hit,7123,1.0,2295,3.0,3.0,0.3333333333333333,0.3221957040572792,3.1037037037037036
estimators,7111,13.0,2262,36.0,2.769230769230769,0.3611111111111111,0.3180987202925046,3.1436781609195403
singular,7116,8.0,2277,21.0,2.625,0.38095238095238093,0.3199831365935919,3.1251646903820816
stein,7122,2.0,2293,5.0,2.5,0.4,0.3219601235607975,3.1059747056258176
lets,7120,4.0,2288,10.0,2.5,0.4,0.32134831460674157,3.111888111888112
ell_1,7118,6.0,2283,15.0,2.5,0.4,0.3207361618432144,3.1178274200613227
wasserstein,7122,2.0,2293,5.0,2.5,0.4,0.3219601235607975,3.1059747056258176
kneser,7122,2.0,2293,5.0,2.5,0.4,0.3219601235607975,3.1059747056258176
kronecker,7122,2.0,2293,5.0,2.5,0.4,0.3219601235607975,3.1059747056258176
hedge,7122,2.0,2293,5.0,2.5,0.4,0.3219601235607975,3.1059747056258176
unitary,7122,2.0,2293,5.0,2.5,0.4,0.3219601235607975,3.1059747056258176
generalises,7122,2.0,2293,5.0,2.5,0.4,0.3219601235607975,3.1059747056258176
cdot,7122,2.0,2293,5.0,2.5,0.4,0.3219601235607975,3.1059747056258176
norb,7122,2.0,2293,5.0,2.5,0.4,0.3219601235607975,3.1059747056258176
mmd,7122,2.0,2293,5.0,2.5,0.4,0.3219601235607975,3.1059747056258176
argumentative,7122,2.0,2293,5.0,2.5,0.4,0.3219601235607975,3.1059747056258176
inflection,7122,2.0,2293,5.0,2.5,0.4,0.3219601235607975,3.1059747056258176
estimator,7103,21.0,2247,51.0,2.4285714285714284,0.4117647058823529,0.3163452062508799,3.161103693813974
duality,7119,5.0,2286,12.0,2.4,0.4166666666666667,0.3211125158027813,3.1141732283464565
copying,7121,3.0,2291,7.0,2.3333333333333335,0.42857142857142855,0.3217244768993119,3.1082496726320383
covariate,7121,3.0,2291,7.0,2.3333333333333335,0.42857142857142855,0.3217244768993119,3.1082496726320383
determinantal,7121,3.0,2291,7.0,2.3333333333333335,0.42857142857142855,0.3217244768993119,3.1082496726320383
poisson,7120,4.0,2289,9.0,2.25,0.4444444444444444,0.3214887640449438,3.110528615115771
dp,7120,4.0,2289,9.0,2.25,0.4444444444444444,0.3214887640449438,3.110528615115771
sigmoid,7120,4.0,2289,9.0,2.25,0.4444444444444444,0.3214887640449438,3.110528615115771
gamma,7115,9.0,2278,20.0,2.2222222222222223,0.45,0.32016865776528464,3.123353819139596
behaved,7119,5.0,2287,11.0,2.2,0.45454545454545453,0.32125298496979915,3.1128115435067776
proximal,7111,13.0,2271,27.0,2.076923076923077,0.48148148148148145,0.3193643650682042,3.1312197269925144
nonparametric,7106,18.0,2261,37.0,2.0555555555555554,0.4864864864864865,0.3181818181818182,3.142857142857143
