feature,count0@False,count1@False,count0@True,count1@True,PresenceTrue,PresenceFalse,AbsenceTrue,AbsenceFalse
manipulators,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
mannor,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
nu,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
markowitz,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
martingale,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
marginalizes,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
marginalizing,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
nsc,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
mailing,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
o_2,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
nus,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
malik,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
modulus,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
mogp,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
natively,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
nd,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
mondrian,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
monroe,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
monograph,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
mixable,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
mixability,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
mixes,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
mnih,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
neglects,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
mn,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
mutexes,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
multiview,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
multiples,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
multiprocessor,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
multistage,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
multilayered,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
morph,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
msda,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
nnlms,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
messy,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
noisily,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
messenger,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
nmfs,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
mfa,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
nlu,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
nmts,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
methodologically,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
meticulous,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
mci,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
minst,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
neutrality,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
minwise,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
neuropsychological,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
mirrors,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
miso,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
neuroimaging,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
neuroevolution,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
miniature,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
micromanagement,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
nin,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
microscopy,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
neyman,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
mhc,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
miml,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
min_x,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
milder,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
milestone,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
00,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
hazan,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
hazard,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
harming,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
harmonically,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
harms,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
hashednets,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
hashes,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
hessians,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
hellinger,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
helmholtz,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
guage,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
guessing,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
grew,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
gridworld,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
grossly,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
groundhog,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
h_1,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
hallucinated,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
hypernetworks,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
hyponym,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
hyponymy,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
hypothesise,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
iapr,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
hungarian,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
hutter,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
hybridisation,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
identifications,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
idiomatic,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
idiomaticity,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
igmm,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
icml,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
holistically,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
hochreiter,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
holder,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
hlta,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
hiero,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
hippocampus,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
hits,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
hs,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
hulls,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
homotopy,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
hopper,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
hopping,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
ign,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
frustratingly,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
friendships,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
friendliness,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
fst,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
funds,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
folded,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
fnns,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
foveated,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
fpc,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
fps,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
formidable,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
foretell,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
forged,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
gm,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
goldberg,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
glass,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
gleaned,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
gleu,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
glm,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
goodfellow,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
grand,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
granted,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
graves,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
grammatically,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
ganitkevitch,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
genetics,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
gatys,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
gbs,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
gigaword,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
girl,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
genomes,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
genomics,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
geodesics,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
koolen,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
kraus,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
kimura,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
landing,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
latex,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
krr,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
l_,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
l_0,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
labellings,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
labyrinth,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
jumping,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
juxtaposing,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
jeopardizing,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
jiang,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
kemeny,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
kendall,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
kenlm,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
kale,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
kd,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
lindenstrauss,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
linearization,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
linearize,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
logarithm,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
logitboost,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
lognormal,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
log_2,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
llr,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
loanwords,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
lc,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
ldl,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
ldr,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
lexicalized,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
lenses,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
lesion,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
lesk,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
inexactness,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
inexpensively,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
indifferent,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
inherit,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
injects,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
inserts,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
inflated,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
inflexible,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
ilsvrc2014,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
imaginable,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
immensely,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
imminent,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
impair,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
illuminating,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
iht,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
il,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
illness,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
incidentally,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
inaccurately,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
inadvertently,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
imperfectness,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
implausibility,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
imposition,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
isometrically,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
irrefutable,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
iou,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
irls,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
invoked,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
jacobi,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
jaynes,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
isotonic,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
ista,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
instantiating,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
instructive,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
intangible,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
integrable,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
intensification,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
invert,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
invested,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
intertwined,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
intimate,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
synthesised,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
swapped,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
swapping,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
swift,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
tails,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
tacotron,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
tagsets,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
sugar,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
subsample,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
summative,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
surgery,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
thinner,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
tightened,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
tightening,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
toe,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
tom,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
tomodel,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
tightness,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
timbre,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
timebank,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
timization,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
tempering,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
tbm,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
temporarily,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
testified,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
tendon,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
subquadratic,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
subpopulation,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
sociological,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
solvent,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
snes,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
soc,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
smearing,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
spectroscopy,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
spammer,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
sparsified,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
sparsities,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
sme,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
simplequestions,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
sinr,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
simlex,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
slg,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
slowness,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
slab,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
stump,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
stressed,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
stricter,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
strike,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
submatrix,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
submodule,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
subnet,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
suboptimality,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
subpar,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
subpaths,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
stylized,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
sppmi,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
spreadsheet,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
spur,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
srivastava,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
spiked,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
splicing,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
spmrl,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
stark,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
stdp,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
steaming,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
steer,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
stably,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
wainwright,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
wards,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
vqg,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
voted,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
vpn,7123,1.0,2296,2.0,2.0,0.5,0.3223360943422715,3.1023519163763065
vrm,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
watches,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
waypoints,7123,1.0,2297,1.0,1.0,1.0,0.3224764846272638,3.1010013060513715
